Original	Filtered	
509	618	
508	8.6	
1524	414.4	
1524	1024	
781	726.8	
508	171.8	
1213	290	
1524	837.4	
1524	1024	
784	728	
507	173.2	
1262	309	
1524	866.8	
1524	1024	
851	754.8	
508	213.8	
1239	300.4	
1524	853	
1524	1024	
836	748.8	
508	204.8	
1167	271.6	
1524	809.8	
1524	1024	
839	750	
508	206.6	
507	7.6	
1524	413.8	
509	618	
507	8.2	
1524	413.8	
1524	1024	
927	785.2	
508	259.4	
1077	235.6	
1524	755.8	
1524	1024	
1037	829.2	
508	325.4	
508	8	
1524	414.4	
887	769.2	
507	235	
1141	260.6	
1524	794.2	
1524	1024	
930	786.4	
508	261.2	
1055	226.8	
1524	742.6	
1524	1024	
939	790	
508	266.6	
1097	243.6	
1524	767.8	
1524	1024	
1029	826	
507	320.2	
508	7.4	
1524	414.4	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
539	630	
508	26.6	
1524	414.4	
1524	1024	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
1028	825.6	
508	320	
508	8	
1524	414.4	
1045	832.4	
508	330.2	
508	8	
1524	414.4	
1062	839.2	
508	340.4	
508	8	
1524	414.4	
1072	843.2	
508	346.4	
508	8	
1524	414.4	
1394	972	
508	539.6	
507	7.6	
1524	413.8	
1068	841.6	
508	344	
508	8	
1524	414.4	
1300	934.4	
508	483.2	
508	8	
1524	414.4	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1524	1024	
778	725.6	
507	169.6	
1283	317.4	
1524	879.4	
1524	1024	
892	771.2	
507	238	
507	7	
1524	413.8	
509	618	
507	8.2	
1524	413.8	
1524	1024	
617	661.2	
507	73	
1524	413.8	
1524	1024	
1524	1024	
917	781.2	
508	253.4	
507	7.6	
1524	413.8	
507	617.2	
508	7.4	
1524	414.4	
1524	1024	
638	669.6	
508	86	
1524	414.4	
1524	1024	
1524	1024	
968	801.6	
508	284	
507	7.6	
1524	413.8	
509	618	
507	8.2	
1524	413.8	
1524	1024	
745	712.4	
508	150.2	
1368	352	
1524	930.4	
1524	1024	
721	702.8	
507	135.4	
507	7	
1524	413.8	
509	618	
508	8.6	
1524	414.4	
1524	1024	
718	701.6	
508	134	
1210	288.8	
1524	835.6	
1524	1024	
1165	880.4	
507	401.8	
507	7	
1524	413.8	
729	706	
507	140.2	
873	153.4	
1524	633.4	
1417	981.2	
507	553	
508	7.4	
1524	414.4	
1524	1024	
728	705.6	
507	139.6	
507	7	
1524	413.8	
507	617.2	
508	7.4	
1524	414.4	
1468	1001.6	
507	583.6	
507	7	
1524	413.8	
1524	1024	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
553	635.6	
508	35	
1524	414.4	
1524	1024	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
856	756.8	
507	216.4	
507	7	
1524	413.8	
509	618	
508	8.6	
1524	414.4	
1524	1024	
866	760.8	
508	222.8	
1105	246.8	
1524	772.6	
1524	1024	
1011	818.8	
508	309.8	
507	7.6	
1524	413.8	
936	788.8	
508	264.8	
1140	260.8	
1524	793.6	
1524	1024	
1032	827.2	
508	322.4	
508	8	
1524	414.4	
1434	988	
509	564	
507	8.2	
1524	413.8	
1057	837.2	
508	337.4	
508	8	
1524	414.4	
977	805.2	
508	289.4	
988	200	
1524	702.4	
1524	1024	
509	618	
508	8.6	
1428	376	
1524	966.4	
513	619.6	
508	11	
1524	414.4	
1524	1024	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
1092	851.2	
508	358.4	
507	7.6	
1524	413.8	
1055	836.4	
508	336.2	
508	8	
1524	414.4	
1115	860.4	
508	372.2	
507	7.6	
1524	413.8	
1067	841.2	
508	343.4	
508	8	
1524	414.4	
1310	938.4	
508	489.2	
507	7.6	
1524	413.8	
1115	860.4	
677	439.8	
508	109.4	
1524	414.4	
1524	1024	
1126	864.8	
507	378.4	
508	7.4	
1524	414.4	
1142	871.2	
508	388.4	
508	8	
1524	414.4	
1158	877.6	
507	397.6	
508	7.4	
1524	414.4	
1167	881.2	
508	403.4	
508	8	
1524	414.4	
1254	916	
508	455.6	
507	7.6	
1524	413.8	
1197	893.2	
508	421.4	
508	8	
1524	414.4	
1206	896.8	
507	426.4	
507	7	
1524	413.8	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
676	684.8	
507	108.4	
1404	365.8	
1524	952	
1524	1024	
710	698.4	
508	129.2	
1395	362.8	
1524	946.6	
1524	1024	
684	688	
508	113.6	
1345	342.8	
1524	916.6	
1524	1024	
676	684.8	
507	108.4	
1365	350.2	
1524	928.6	
1524	1024	
735	708.4	
508	144.2	
1346	343.2	
1524	917.2	
1524	1024	
880	766.4	
508	231.2	
1264	310.4	
1524	868	
1524	1024	
719	702	
507	134.2	
1166	270.6	
1524	809.2	
1524	1024	
1429	986	
507	560.2	
625	54.2	
1524	484.6	
1524	1024	
694	692	
508	119.6	
1524	414.4	
1524	1024	
1524	1024	
745	712.4	
508	150.2	
507	7.6	
1524	413.8	
509	618	
507	8.2	
1524	413.8	
1524	1024	
782	727.2	
508	172.4	
1199	284.4	
1524	829	
1524	1024	
1421	982.8	
507	555.4	
507	7	
1524	413.8	
880	766.4	
507	230.8	
1202	285	
1524	830.8	
1524	1024	
882	767.2	
508	232.4	
1246	303.2	
1524	857.2	
1524	1024	
1113	859.6	
762	472.6	
507	160	
1524	413.8	
1524	1024	
874	764	
507	227.2	
1155	266.2	
1524	802.6	
1524	1024	
865	760.4	
507	221.8	
744	101.8	
1524	556	
1524	1024	
507	617.2	
508	7.4	
1524	414.4	
1524	1024	
884	768	
508	233.6	
810	128.8	
1524	595.6	
1524	1024	
1424	984	
507	557.2	
806	126.6	
1524	593.2	
1524	1024	
649	674	
507	92.2	
1524	413.8	
1524	1024	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1524	1024	
1101	854.8	
508	363.8	
507	7.6	
1524	413.8	
1071	842.8	
507	345.4	
507	7	
1524	413.8	
1134	868	
508	383.6	
507	7.6	
1524	413.8	
1066	840.8	
508	342.8	
508	8	
1524	414.4	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1524	1024	
949	794	
508	272.6	
1524	414.4	
1524	1024	
1524	1024	
1524	1024	
692	691.2	
507	118	
1524	413.8	
1524	1024	
1524	1024	
1524	1024	
509	618	
1092	242.2	
1524	764.8	
1524	1024	
1524	1024	
1504	1016	
509	606	
507	8.2	
1524	413.8	
1524	1024	
1524	1024	
507	617.2	
749	103.8	
1524	559	
1524	1024	
516	620.8	
508	12.8	
1524	414.4	
1524	1024	
1524	1024	
1524	1024	
507	617.2	
520	12.2	
1524	421.6	
1524	1024	
1127	865.2	
508	379.4	
1126	255.2	
1524	785.2	
1524	1024	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
822	743.2	
508	196.4	
1409	368.4	
1524	955	
1524	1024	
700	694.4	
508	123.2	
1304	326.4	
1524	892	
1524	1024	
541	630.8	
508	27.8	
1524	414.4	
1524	1024	
1524	1024	
605	656.4	
507	65.8	
1524	413.8	
1524	1024	
1524	1024	
579	646	
508	50.6	
1524	414.4	
1524	1024	
1524	1024	
582	647.2	
508	52.4	
1524	414.4	
1524	1024	
1524	1024	
674	684	
507	107.2	
1172	273	
1524	812.8	
1524	1024	
594	652	
508	59.6	
1524	414.4	
1524	1024	
1524	1024	
618	661.6	
508	74	
1524	414.4	
1524	1024	
1524	1024	
748	713.6	
507	151.6	
507	7	
1524	413.8	
508	617.6	
507	7.6	
1524	413.8	
1524	1024	
771	722.8	
507	165.4	
1162	269	
1524	806.8	
1524	1024	
938	789.6	
508	266	
1418	372	
1524	960.4	
1524	1024	
1186	888.8	
508	414.8	
886	159.2	
1524	641.2	
1524	1024	
1166	880.8	
508	402.8	
722	93.6	
1524	542.8	
1524	1024	
554	636	
508	35.6	
1524	414.4	
1524	1024	
1524	1024	
1485	1008.4	
509	594.6	
507	8.2	
1524	413.8	
743	711.6	
508	149	
925	174.8	
1524	664.6	
1403	975.6	
507	544.6	
508	7.4	
1515	410.8	
1524	1018.6	
509	618	
507	8.2	
1524	413.8	
1524	1024	
1026	824.8	
507	318.4	
508	7.4	
1524	414.4	
844	752	
507	209.2	
662	69	
1524	506.8	
954	796	
507	275.2	
738	99.4	
1524	552.4	
977	805.2	
508	289.4	
1069	232.4	
1524	751	
1524	1024	
1524	1024	
507	617.2	
508	7.4	
1524	414.4	
1524	1024	
507	617.2	
508	7.4	
1524	414.4	
1524	1024	
904	776	
508	245.6	
602	45.6	
1524	470.8	
1524	1024	
507	617.2	
508	7.4	
1524	414.4	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
988	809.6	
508	296	
797	123.6	
1524	587.8	
1524	1024	
509	618	
507	8.2	
1059	227.8	
1524	745	
509	618	
508	8.6	
1524	414.4	
1524	1024	
970	802.4	
507	284.8	
740	100.2	
1524	553.6	
1524	1024	
853	755.6	
508	215	
507	7.6	
1524	413.8	
509	618	
507	8.2	
1524	413.8	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1524	1024	
1524	1024	
507	617.2	
507	7	
1524	413.8	
1524	1024	
898	773.6	
508	242	
1398	364	
1524	948.4	
1524	1024	
817	741.2	
508	193.4	
1352	345.6	
1524	920.8	
1524	1024	
802	735.2	
507	184	
1225	294.2	
1524	844.6	
1524	1024	
625	664.4	
508	78.2	
1524	414.4	
1524	1024	
1524	1024	
647	673.2	
507	91	
1481	396.6	
1524	998.2	
1524	1024	
507	617.2	
508	7.4	
1524	414.4	
1524	1024	
596	652.8	
508	60.8	
1524	414.4	
1524	1024	
1524	1024	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1492	1011.2	
509	598.8	
508	8.6	
1524	414.4	
1524	1024	
731	706.8	
508	141.8	
1256	307.2	
1524	863.2	
1524	1024	
738	709.6	
508	146	
507	7.6	
1524	413.8	
509	618	
508	8.6	
1524	414.4	
1524	1024	
690	690.4	
508	117.2	
1276	315.2	
1524	875.2	
1524	1024	
877	765.2	
507	229	
507	7	
1524	413.8	
509	618	
508	8.6	
1524	414.4	
1524	1024	
806	736.8	
508	186.8	
1190	280.8	
1524	823.6	
1524	1024	
755	716.4	
507	155.8	
1148	263.4	
1524	798.4	
1524	1024	
759	718	
508	158.6	
1142	261.6	
1524	794.8	
1524	1024	
838	749.6	
508	206	
1178	276	
1524	816.4	
1524	1024	
865	760.4	
507	221.8	
507	7	
1524	413.8	
509	618	
507	8.2	
1524	413.8	
1524	1024	
831	746.8	
507	201.4	
1017	211	
1524	719.8	
1524	1024	
832	747.2	
508	202.4	
1121	253.2	
1524	782.2	
1524	1024	
926	784.8	
508	258.8	
1092	241.6	
1524	764.8	
1524	1024	
888	769.6	
508	236	
876	155.2	
1524	635.2	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
910	778.4	
507	248.8	
1035	218.2	
1524	730.6	
1524	1024	
968	801.6	
508	284	
1025	214.8	
1524	724.6	
1524	1024	
962	799.2	
508	280.4	
995	202.8	
1524	706.6	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1524	1024	
981	806.8	
508	291.8	
985	198.8	
1524	700.6	
1524	1024	
581	646.8	
508	51.8	
1524	414.4	
1524	1024	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
1160	878.4	
507	398.8	
507	7	
1524	413.8	
1076	844.8	
508	348.8	
508	8	
1524	414.4	
1356	956.8	
509	517.2	
508	8.6	
1524	414.4	
1212	899.2	
508	430.4	
507	7.6	
1524	413.8	
1328	945.6	
509	500.4	
507	8.2	
1524	413.8	
1446	992.8	
509	571.2	
507	8.2	
1524	413.8	
1524	1024	
507	617.2	
507	7	
1524	413.8	
1524	1024	
586	648.8	
508	54.8	
1524	414.4	
1524	1024	
1524	1024	
1524	1024	
507	617.2	
508	7.4	
1524	414.4	
1457	997.2	
507	577	
508	7.4	
1524	414.4	
1222	903.2	
508	436.4	
508	8	
1524	414.4	
1302	935.2	
509	484.8	
507	8.2	
1524	413.8	
1524	1024	
507	617.2	
508	7.4	
1524	414.4	
1524	1024	
728	705.6	
508	140	
1342	341.6	
1524	914.8	
1524	1024	
1524	1024	
507	617.2	
507	7	
1524	413.8	
1524	1024	
507	617.2	
508	7.4	
1524	414.4	
1524	1024	
765	720.4	
508	162.2	
1227	295.6	
1524	845.8	
1524	1024	
1242	911.2	
507	448	
507	7	
1524	413.8	
1041	830.8	
507	327.4	
507	7	
1524	413.8	
743	711.6	
508	149	
1189	280.4	
1524	823	
1524	1024	
1403	975.6	
507	544.6	
507	7	
1524	413.8	
819	742	
508	194.6	
930	176.8	
1524	667.6	
1524	1024	
507	617.2	
508	7.4	
1524	414.4	
1524	1024	
940	790.4	
507	266.8	
507	7	
1524	413.8	
575	644.4	
508	48.2	
1524	414.4	
1524	1024	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
1258	917.6	
507	457.6	
507	7	
1524	413.8	
898	773.6	
508	242	
1000	204.8	
1524	709.6	
1524	1024	
898	773.6	
508	242	
1014	210.4	
1524	718	
1524	1024	
1496	1012.8	
1161	862	
507	399.4	
1524	413.8	
1524	1024	
1524	1024	
1309	938	
507	488.2	
508	7.4	
1524	414.4	
975	804.4	
507	287.8	
998	203.4	
1524	708.4	
1524	1024	
623	663.6	
508	77	
1524	414.4	
1524	1024	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1524	1024	
577	645.2	
507	49	
1524	413.8	
1524	1024	
1524	1024	
602	655.2	
508	64.4	
1524	414.4	
1524	1024	
1524	1024	
564	640	
508	41.6	
1524	414.4	
1524	1024	
1524	1024	
582	647.2	
508	52.4	
1524	414.4	
1524	1024	
1524	1024	
662	679.2	
508	100.4	
1400	364.8	
1524	949.6	
1524	1024	
613	659.6	
507	70.6	
1524	413.8	
1524	1024	
1524	1024	
651	674.8	
508	93.8	
1524	414.4	
1524	1024	
1524	1024	
722	703.2	
508	136.4	
1331	337.2	
1524	908.2	
1524	1024	
781	726.8	
508	171.8	
1322	333.6	
1524	902.8	
1524	1024	
700	694.4	
507	122.8	
1295	322.2	
1524	886.6	
1524	1024	
781	726.8	
508	171.8	
801	125.2	
1524	590.2	
1425	984.4	
507	557.8	
508	7.4	
1524	414.4	
1524	1024	
508	617.6	
507	7.6	
1524	413.8	
1524	1024	
1024	824	
508	317.6	
508	8	
1524	414.4	
804	736	
508	185.6	
1193	282	
1524	825.4	
1524	1024	
893	771.6	
508	239	
1157	267.6	
1524	803.8	
1524	1024	
869	762	
508	224.6	
1047	223.6	
1524	737.8	
1524	1024	
892	771.2	
508	238.4	
1104	246.4	
1524	772	
1524	1024	
1002	815.2	
507	304	
507	7	
1524	413.8	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
662	679.2	
508	100.4	
1524	414.4	
1524	1024	
1524	1024	
1347	953.2	
507	511	
507	7	
1524	413.8	
1336	948.8	
508	504.8	
508	8	
1524	414.4	
1409	978	
507	548.2	
507	7	
1524	413.8	
1182	887.2	
507	412	
507	7	
1524	413.8	
1093	851.6	
508	359	
507	7.6	
1524	413.8	
1189	890	
508	416.6	
508	8	
1524	414.4	
1524	1024	
507	617.2	
507	7	
1524	413.8	
1524	1024	
600	654.4	
508	63.2	
1524	414.4	
1524	1024	
1524	1024	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
664	680	
508	101.6	
1356	347.2	
1524	923.2	
1524	1024	
1001	814.8	
508	303.8	
507	7.6	
1524	413.8	
740	710.4	
508	147.2	
1301	325.2	
1524	890.2	
1524	1024	
868	761.6	
507	223.6	
1268	311.4	
1524	870.4	
1524	1024	
743	711.6	
507	148.6	
1143	261.4	
1524	795.4	
1524	1024	
772	723.2	
508	166.4	
1228	296	
1524	846.4	
1524	1024	
986	808.8	
507	294.4	
1154	265.8	
1524	802	
1524	1024	
935	788.4	
508	264.2	
873	154	
1524	633.4	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1524	1024	
1029	826	
507	320.2	
507	7	
1524	413.8	
1524	1024	
507	617.2	
508	7.4	
1524	414.4	
1524	1024	
543	631.6	
508	29	
1524	414.4	
1524	1024	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
1287	929.2	
508	475.4	
507	7.6	
1524	413.8	
1077	845.2	
508	349.4	
507	7.6	
1524	413.8	
1108	857.6	
508	368	
507	7.6	
1524	413.8	
1524	1024	
507	617.2	
507	7	
1524	413.8	
1524	1024	
734	708	
507	143.2	
1408	367.4	
1524	954.4	
1524	1024	
612	659.2	
507	70	
1524	413.8	
1524	1024	
1524	1024	
854	756	
507	215.2	
1361	348.6	
1524	926.2	
1524	1024	
673	683.6	
508	107	
1334	338.4	
1524	910	
1524	1024	
693	691.6	
507	118.6	
1326	334.6	
1524	905.2	
1524	1024	
721	702.8	
508	135.8	
1235	298.8	
1524	850.6	
1524	1024	
747	713.2	
508	151.4	
1252	305.6	
1524	860.8	
1524	1024	
826	744.8	
507	198.4	
1237	299	
1524	851.8	
1524	1024	
1144	872	
508	389.6	
507	7.6	
1524	413.8	
892	771.2	
508	238.4	
1184	278.4	
1524	820	
1524	1024	
923	783.6	
508	257	
1081	237.2	
1524	758.2	
1524	1024	
869	762	
508	224.6	
1115	250.8	
1524	778.6	
1524	1024	
976	804.8	
507	288.4	
1095	242.2	
1524	766.6	
1524	1024	
994	812	
508	299.6	
1047	223.6	
1524	737.8	
1524	1024	
968	801.6	
507	283.6	
508	7.4	
1524	414.4	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1026	824.8	
508	318.8	
508	8	
1524	414.4	
1062	839.2	
508	340.4	
508	8	
1524	414.4	
1077	845.2	
508	349.4	
508	8	
1524	414.4	
1106	856.8	
508	366.8	
508	8	
1524	414.4	
1202	895.2	
508	424.4	
508	8	
1524	414.4	
1163	879.6	
508	401	
508	8	
1524	414.4	
1178	885.6	
507	409.6	
507	7	
1524	413.8	
1481	1006.8	
509	592.2	
508	8.6	
1524	414.4	
1524	1024	
698	693.6	
508	122	
1384	358.4	
1524	940	
1524	1024	
673	683.6	
508	107	
1085	238.8	
1524	760.6	
1524	1024	
934	788	
508	263.6	
1106	247.2	
1524	773.2	
1524	1024	
885	768.4	
507	233.8	
1203	285.4	
1524	831.4	
1524	1024	
743	711.6	
507	148.6	
1260	308.2	
1524	865.6	
1524	1024	
767	721.2	
507	163	
1227	295	
1524	845.8	
1524	1024	
738	709.6	
507	145.6	
1023	213.4	
1524	723.4	
1524	1024	
830	746.4	
508	201.2	
1092	241.6	
1524	764.8	
1524	1024	
1226	904.8	
507	438.4	
507	7	
1524	413.8	
942	791.2	
508	268.4	
1144	262.4	
1524	796	
1524	1024	
920	782.4	
508	255.2	
1121	253.2	
1524	782.2	
1524	1024	
1026	824.8	
773	424.8	
507	166.6	
1524	413.8	
1524	1024	
963	799.6	
507	280.6	
1066	230.6	
1524	749.2	
1524	1024	
1079	846	
507	350.2	
507	7	
1524	413.8	
1524	1024	
507	617.2	
507	7	
1524	413.8	
1524	1024	
611	658.8	
507	69.4	
1524	413.8	
1524	1024	
1524	1024	
1524	1024	
507	617.2	
507	7	
1524	413.8	
1524	1024	
507	617.2	
507	7	
1524	413.8	
1524	1024	
752	715.2	
508	154.4	
1449	384.4	
1524	979	
1524	1024	
805	736.4	
508	186.2	
507	7.6	
1524	413.8	
509	618	
508	8.6	
1524	414.4	
1524	1024	
1175	884.4	
508	408.2	
1404	366.4	
1524	952	
1524	1024	
1524	1024	
731	706.8	
507	141.4	
1524	413.8	
1524	1024	
1524	1024	
790	730.4	
508	177.2	
1348	344	
1524	918.4	
1524	1024	
628	665.6	
507	79.6	
1524	413.8	
1524	1024	
1524	1024	
678	685.6	
507	109.6	
1086	238.6	
1524	761.2	
1524	1024	
647	673.2	
508	91.4	
1524	414.4	
1524	1024	
1524	1024	
866	760.8	
507	222.4	
507	7	
1524	413.8	
509	618	
508	8.6	
1524	414.4	
1524	1024	
839	750	
508	206.6	
1061	229.2	
1524	746.2	
1524	1024	
1524	1024	
507	617.2	
507	7	
1524	413.8	
1524	1024	
709	698	
508	128.6	
1524	414.4	
1524	1024	
1524	1024	
1524	1024	
657	677.2	
872	243	
1524	632.8	
1524	1024	
1524	1024	
1209	898	
507	428.2	
1524	413.8	
1524	1024	
1524	1024	
1448	993.6	
509	572.4	
508	8.6	
1524	414.4	
1321	942.8	
508	495.8	
508	8	
1524	414.4	
1409	978	
514	551	
508	11.6	
1524	414.4	
1524	1024	
1314	940	
508	491.6	
508	8	
1524	414.4	
987	809.2	
508	295.4	
830	136.8	
1524	607.6	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
1042	831.2	
507	328	
508	7.4	
1524	414.4	
968	801.6	
508	284	
836	139.2	
1524	611.2	
1524	1024	
552	635.2	
508	34.4	
1524	414.4	
1524	1024	
1524	1024	
1275	924.4	
508	468.2	
507	7.6	
1524	413.8	
509	618	
508	8.6	
1524	414.4	
1524	1024	
1004	816	
508	305.6	
508	8	
1524	414.4	
1081	846.8	
508	351.8	
508	8	
1524	414.4	
1035	828.4	
508	324.2	
508	8	
1524	414.4	
1155	876.4	
508	396.2	
508	8	
1524	414.4	
1092	851.2	
508	358.4	
508	8	
1524	414.4	
1223	903.6	
508	437	
508	8	
1524	414.4	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1524	1024	
813	739.6	
508	191	
1274	314.4	
1524	874	
1524	1024	
611	658.8	
507	69.4	
1364	349.8	
1524	928	
1524	1024	
507	617.2	
507	7	
1524	413.8	
1524	1024	
764	720	
507	161.2	
1160	268.2	
1524	805.6	
1524	1024	
1524	1024	
507	617.2	
508	7.4	
1524	414.4	
1309	938	
509	489	
508	8.6	
1524	414.4	
1402	975.2	
509	544.8	
507	8.2	
1524	413.8	
1524	1024	
1458	997.6	
507	577.6	
1176	274.6	
1524	815.2	
1524	1024	
762	719.2	
507	160	
858	147.4	
1524	624.4	
1518	1021.6	
1199	890.4	
508	422.6	
773	114	
1524	573.4	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
790	730.4	
508	177.2	
1118	252	
1524	780.4	
1524	1024	
1189	890	
507	416.2	
507	7	
1524	413.8	
1119	862	
508	374.6	
507	7.6	
1524	413.8	
836	748.8	
508	204.8	
892	161.6	
1524	644.8	
1524	1024	
758	717.6	
507	157.6	
507	7	
1524	413.8	
509	618	
508	8.6	
1524	414.4	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1524	1024	
1524	1024	
507	617.2	
508	7.4	
1524	414.4	
1524	1024	
507	617.2	
507	7	
1524	413.8	
1524	1024	
1009	818	
508	308.6	
508	8	
1524	414.4	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
1334	948	
509	504	
508	8.6	
1524	414.4	
1524	1024	
507	617.2	
508	7.4	
1489	400.4	
1524	1003	
665	680.4	
508	102.2	
1409	368.4	
1524	955	
1524	1024	
579	646	
508	50.6	
1524	414.4	
1524	1024	
1524	1024	
785	728.4	
507	173.8	
1236	298.6	
1524	851.2	
1524	1024	
621	662.8	
508	75.8	
1524	414.4	
1524	1024	
1524	1024	
567	641.2	
507	43	
1524	413.8	
1524	1024	
1524	1024	
772	723.2	
508	166.4	
1398	364	
1524	948.4	
1524	1024	
659	678	
507	98.2	
1524	413.8	
1524	1024	
1524	1024	
902	775.2	
508	244.4	
507	7.6	
1524	413.8	
509	618	
508	8.6	
1524	414.4	
1524	1024	
673	683.6	
507	106.6	
1348	343.4	
1524	918.4	
1524	1024	
670	682.4	
508	105.2	
1331	337.2	
1524	908.2	
1524	1024	
784	728	
508	173.6	
1316	331.2	
1524	899.2	
1524	1024	
672	683.2	
508	106.4	
1253	306	
1524	861.4	
1524	1024	
701	694.8	
508	123.8	
507	7.6	
1524	413.8	
507	617.2	
507	7	
1524	413.8	
1524	1024	
723	703.6	
508	137	
1268	312	
1524	870.4	
1524	1024	
862	759.2	
508	220.4	
1247	303.6	
1524	857.8	
1524	1024	
730	706.4	
508	141.2	
1118	252	
1524	780.4	
1524	1024	
760	718.4	
508	159.2	
1223	294	
1524	843.4	
1524	1024	
975	804.4	
508	288.2	
1205	286.8	
1524	832.6	
1524	1024	
1524	1024	
507	617.2	
507	7	
1524	413.8	
1522	1023.2	
509	616.8	
508	8.6	
1524	414.4	
1524	1024	
826	744.8	
508	198.8	
982	197.6	
1524	698.8	
1524	1024	
509	618	
508	8.6	
1524	414.4	
1524	1024	
974	804	
508	287.6	
1130	256.8	
1524	787.6	
1524	1024	
839	750	
508	206.6	
1143	262	
1524	795.4	
1524	1024	
868	761.6	
508	224	
1115	250.8	
1524	778.6	
1524	1024	
1055	836.4	
507	335.8	
507	7	
1524	413.8	
890	770.4	
508	237.2	
1086	239.2	
1524	761.2	
1524	1024	
1524	1024	
508	617.6	
507	7.6	
1524	413.8	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1524	1024	
1308	937.6	
509	488.4	
507	8.2	
1524	413.8	
1524	1024	
507	617.2	
507	7	
1524	413.8	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1524	1024	
1046	832.8	
507	330.4	
507	7	
1524	413.8	
1524	1024	
507	617.2	
508	7.4	
1524	414.4	
1373	963.6	
509	527.4	
507	8.2	
1524	413.8	
1492	1011.2	
509	598.8	
507	8.2	
1524	413.8	
1524	1024	
1524	1024	
507	617.2	
508	7.4	
1524	414.4	
1524	1024	
618	661.6	
508	74	
1524	414.4	
1524	1024	
1524	1024	
1361	958.8	
507	519.4	
725	94.2	
1524	544.6	
1130	866.4	
507	380.8	
507	7	
1524	413.8	
940	790.4	
508	267.2	
1010	208.8	
1524	715.6	
1524	1024	
1524	1024	
509	618	
507	8.2	
1524	413.8	
1524	1024	
680	686.4	
508	111.2	
1410	368.8	
1524	955.6	
1524	1024	
725	704.4	
508	138.2	
1480	396.8	
1524	997.6	
1524	1024	
742	711.2	
507	148	
1436	378.6	
1524	971.2	
1524	1024	
745	712.4	
508	150.2	
1445	382.8	
1524	976.6	
1524	1024	
765	720.4	
507	161.8	
1129	255.8	
1524	787	
1524	1024	
584	648	
508	53.6	
1524	414.4	
1524	1024	
1524	1024	
525	624.4	
508	18.2	
1524	414.4	
1524	1024	
1524	1024	
1070	842.4	
507	344.8	
507	7	
1524	413.8	
678	685.6	
508	110	
1484	398.4	
1524	1000	
1524	1024	
1113	859.6	
508	371	
508	8	
1524	414.4	
1149	874	
508	392.6	
507	7.6	
1524	413.8	
1145	872.4	
508	390.2	
507	7.6	
1524	413.8	
1247	913.2	
508	451.4	
508	8	
1524	414.4	
1524	1024	
509	618	
507	8.2	
1460	388.2	
1524	985.6	
509	618	
508	8.6	
1524	414.4	
1524	1024	
891	770.8	
508	237.8	
1398	364	
1524	948.4	
1524	1024	
1096	852.8	
507	360.4	
507	7	
1524	413.8	
747	713.2	
508	151.4	
1371	353.2	
1524	932.2	
1524	1024	
683	687.6	
508	113	
1424	374.4	
1524	964	
1524	1024	
693	691.6	
508	119	
1344	342.4	
1524	916	
1524	1024	
676	684.8	
508	108.8	
1401	365.2	
1524	950.2	
1524	1024	
704	696	
508	125.6	
1402	365.6	
1524	950.8	
1524	1024	
656	676.8	
507	96.4	
1524	413.8	
1524	1024	
1524	1024	
723	703.6	
508	137	
1368	352	
1524	930.4	
1524	1024	
707	697.2	
508	127.4	
